cve_ent,cve_mun,cve_loc,nom_loc
26,42,0,Navojoa
26,42,1,Navojoa
26,42,18,Buiyacusi
26,42,48,Fundición
26,42,76,Loma del Refugio
26,42,79,Masiaca
26,42,101,Rosales
26,42,118,El Siviral
26,42,124,Tesia
26,42,136,Sapomora
26,42,146,Bacabachi
26,42,316,Sinahuisa
26,42,531,Pueblo Mayo
26,42,586,Cohuirimpo
26,42,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,42,9999,Localidad no especificada
26,43,0,Nogales
26,43,1,Heroica Nogales
26,43,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,44,0,Ënavas
26,44,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,45,0,Opodepe
26,45,1,Opodepe
26,45,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,46,0,Oquitoa
26,46,1,Oquitoa
26,46,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,47,0,Pitiquito
26,47,1,Pitiquito
26,47,65,Puerto Libertad
26,47,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,48,0,Puerto Peñasco
26,48,1,Puerto Peñasco
26,49,0,Quiriego
26,49,1,Quiriego
26,49,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,50,0,Rayón
26,50,1,Rayón
26,51,0,Rosario
26,51,1,Rosario
26,51,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,52,0,Sahuaripa
26,52,1,Sahuaripa
26,52,56,Valle de Tacupeto
26,52,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,53,0,San Felipe de Jesús
26,53,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,54,0,San Javier
26,54,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,55,0,San Luis Río Colorado
26,55,1,San Luis Río Colorado
26,55,11,Golfo de Santa Clara
26,55,17,Ingeniero Luis B. Sánchez
26,55,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,55,9999,Localidad no especificada
26,56,0,San Miguel de Horcasitas
26,56,1,San Miguel de Horcasitas
26,56,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,57,0,San Pedro de la Cueva
26,57,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,58,0,Santa Ana
26,58,1,Santa Ana
26,58,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,59,0,Santa Cruz
26,59,1,Santa Cruz
26,59,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,60,0,Sáric
26,60,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,61,0,Soyopa
26,61,1,Soyopa
26,61,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,63,0,Tepache
26,63,1,Tepache
26,63,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,64,0,Trincheras
26,64,1,Trincheras
26,65,0,Tubutama
26,65,1,Tubutama
26,65,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,66,0,Ures
26,66,1,Heroica Ciudad de Ures
26,66,30,Guadalupe (Guadalupe de Ures)
26,66,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,67,0,Villa Hidalgo
26,67,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,68,0,Villa Pesqueira
26,68,1,Villa Pesqueira (Mátape)
26,68,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,69,0,Yécora
26,69,1,Yécora
26,69,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,70,0,General Plutarco Elías Calles
26,70,1,Sonoyta
26,70,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,71,0,Benito Juárez
26,71,1,Villa Juárez
26,71,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,72,0,San Ignacio Río Muerto
26,72,1,San Ignacio Río Muerto
26,998,0,No aplica
26,999,0,Municipio no especificado
26,999,9999,Localidad no especificada
27,0,0,Tabasco
27,1,0,Balancán
27,1,1,Balancán
27,1,23,Quetzalcóatl (Cuatro Poblados)
27,1,44,Mactún
27,1,74,El Triunfo
27,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,1,9999,Localidad no especificada
27,2,0,Cárdenas
27,2,1,Cárdenas
27,2,10,Arroyo Hondo 1ra. Sección (Santa Teresa A)
27,2,13,Azucena 2da. Sección
27,2,22,Coronel Andrés Sánchez Magallanes
27,2,24,Poblado C-28 Coronel Gregorio Méndez Magaña
27,2,29,Benito Juárez (Campo Magallanes)
27,2,30,Poblado C-09 Licenciado Francisco I. Madero
27,2,42,Ignacio Gutiérrez Gómez (San Felipe)
27,2,46,Miguel Hidalgo 1ra. Sección
27,2,61,Poblado C-23 General Venustiano Carranza
27,2,90,Poblado C-29 General Vicente Guerrero
27,2,96,Poblado C-20 Miguel Hidalgo y Costilla
27,2,158,Miguel Hidalgo
27,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,2,9999,Localidad no especificada
27,3,0,Centla
27,3,1,Frontera
27,3,15,Cuauhtémoc
27,3,35,Ignacio Allende
27,3,45,Nuevo Centla
27,3,61,Vicente Guerrero
27,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,3,9999,Localidad no especificada
27,4,0,Centro
27,4,1,Villahermosa
27,4,33,Anacleto Canabal 1ra. Sección
27,4,56,Boquerón 1ra. Sección (San Pedro)
27,4,61,Buena Vista 1ra. Sección
27,4,111,Ixtacomitán 1ra. Sección
27,4,123,Luis Gil Pérez
27,4,134,Medellín y Pigua 3ra. Sección
27,4,166,Playas del Rosario (Subteniente García)
27,4,176,Macultepec
27,4,183,Tamulté de las Sabanas
27,4,214,Ocuiltzapotlán
27,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,4,9999,Localidad no especificada
27,5,0,Comalcalco
27,5,1,Comalcalco
27,5,2,Aldama
27,5,12,Carlos Greene
27,5,20,Chichicapa
27,5,66,Tecolutilla
27,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,5,9999,Localidad no especificada
27,6,0,Cunduacán
27,6,1,Cunduacán
27,6,16,Cucuyulapa
27,6,17,Cumuapa 1ra. Sección
27,6,23,Gregorio Méndez
27,6,24,Huacapa y Amestoy
27,6,28,Huimango
27,6,32,Libertad
27,6,43,Morelos Piedra 3ra. Sección
27,6,44,Once de Febrero 1ra. Sección
27,6,47,Pechucalco
27,6,48,La Piedra 1ra. Sección
27,6,61,Santo Tomás
27,6,66,Yoloxóchitl 1ra. Sección
27,6,95,Libertad 4ta. Sección (Vicente Guerrero)
27,6,134,San Benito la Bolsa (Tierra y Libertad)
27,6,142,La Playita
27,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,6,9999,Localidad no especificada
27,7,0,Emiliano Zapata
27,7,1,Emiliano Zapata
27,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,7,9999,Localidad no especificada
27,8,0,Huimanguillo
27,8,1,Huimanguillo
27,8,16,Chontalpa (Estación Chontalpa)
27,8,63,Palo Mulato (Zapotal)
27,8,74,Pejelagartero 1ra. Sección (Plataforma)
27,8,96,Tierra Nueva 3ra. Sección
27,8,98,La Venta
27,8,101,Villa Flores 2da. Sección
27,8,107,C-31 (General Francisco Villa)
27,8,108,C-32 (Licenciado Francisco Trujillo Gurría)
27,8,109,C-34 (Licenciado Benito Juárez García)
27,8,110,C-40 (Ernesto Aguirre Colorado)
27,8,111,C-41 (Licenciado Carlos A. Madrazo)
27,8,298,C-25 (Isidro Cortés Rueda)
27,8,418,Paso de la Mina 1ra. Sección
27,8,461,C-26 (General Pedro C. Colorado)
27,8,633,Poblado C-34
27,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,8,9999,Localidad no especificada
27,9,0,Jalapa
27,9,1,Jalapa
27,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,9,9999,Localidad no especificada
27,10,0,Jalpa de Méndez
27,10,1,Jalpa de Méndez
27,10,11,Chacalapa 1ra. Sección
27,10,43,Vicente Guerrero 1ra. Sección
27,10,51,Ribera Alta
27,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,10,9999,Localidad no especificada
27,11,0,Jonuta
27,11,1,Jonuta
27,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,11,9999,Localidad no especificada
27,12,0,Macuspana
27,12,1,Macuspana
27,12,18,Benito Juárez (San Carlos)
27,12,91,Pemex (Ciudad Pemex)
27,12,104,Tepetitán
27,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,12,9999,Localidad no especificada
27,13,0,Nacajuca
27,13,1,Nacajuca
27,13,6,El Cedro
27,13,7,Corriente 1ra. Sección
27,13,24,Saloya 1ra. Sección
27,13,25,Saloya 2da. Sección
27,13,32,Taxco
27,13,37,El Zapote
27,13,62,Bosque de Saloya
27,13,69,La Selva
27,13,88,Pomoca
27,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,13,9999,Localidad no especificada
27,14,0,Paraíso
27,14,1,Paraíso
27,14,6,Puerto Ceiba
27,14,20,Moctezuma 1ra. Sección
27,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,14,9999,Localidad no especificada
27,15,0,Tacotalpa
27,15,1,Tacotalpa
27,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,16,0,Teapa
27,16,1,Teapa
27,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,16,9999,Localidad no especificada
27,17,0,Tenosique
27,17,1,Tenosique de Pino Suárez
27,17,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
27,998,0,No aplica
27,999,0,Municipio no especificado
27,999,9999,Localidad no especificada
28,0,0,Tamaulipas
28,1,0,Abasolo
28,1,1,Abasolo
28,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,2,0,Aldama
28,2,1,Aldama
28,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,2,9999,Localidad no especificada
28,3,0,Altamira
28,3,1,Altamira
28,3,43,Cuauhtémoc
28,3,81,Francisco Medrano
28,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,3,9999,Localidad no especificada
28,4,0,Antiguo Morelos
28,4,1,Antiguo Morelos
28,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,5,0,Burgos
28,5,1,Burgos
28,5,71,Lázaro Cárdenas (Rancho Nuevo)
28,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,6,0,Bustamante
28,6,1,Bustamante
28,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,7,0,Camargo
28,7,1,Ciudad Camargo
28,7,16,Comales
28,7,50,Congregación Ochoa
28,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,7,9999,Localidad no especificada
28,8,0,Casas
28,8,1,Casas
28,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,9,0,Ciudad Madero
28,9,1,Ciudad Madero
28,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,10,0,Cruillas
28,10,1,Cruillas
28,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,11,0,Gómez Farías
28,11,1,Loma Alta (Loma Alta de Gómez Farías)
28,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,12,0,González
28,12,1,González
28,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,12,9999,Localidad no especificada
28,13,0,Güémez
28,13,1,Güémez
28,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,13,9999,Localidad no especificada
28,14,0,Guerrero
28,14,1,Nueva Ciudad Guerrero
28,15,0,Gustavo Díaz Ordaz
28,15,1,Ciudad Gustavo Díaz Ordaz
28,15,16,Valadeces
28,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,16,0,Hidalgo
28,16,1,Hidalgo
28,16,145,Estación Santa Engracia
28,16,402,Guillermo Zúñiga
28,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,17,0,Jaumave
28,17,1,Jaumave
28,17,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,18,0,Jiménez
28,18,1,Santander Jiménez
28,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,19,0,Llera
28,19,1,Llera de Canales
28,19,53,Ignacio Zaragoza
28,19,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,19,9999,Localidad no especificada
28,20,0,Mainero
28,20,1,Villa Mainero
28,20,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,21,0,El Mante
28,21,1,Ciudad Mante
28,21,15,Los Aztecas
28,21,27,Celaya
28,21,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,21,9999,Localidad no especificada
28,22,0,Matamoros
28,22,1,Heroica Matamoros
28,22,264,Ramírez
28,22,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,22,9999,Localidad no especificada
28,23,0,Méndez
28,23,1,Méndez
28,23,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,24,0,Mier
28,24,1,Mier
28,25,0,Miguel Alemán
28,25,1,Ciudad Miguel Alemán
28,25,15,Los Guerra
28,25,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,25,9999,Localidad no especificada
28,26,0,Miquihuana
28,26,1,Miquihuana
28,26,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,27,0,Nuevo Laredo
28,27,1,Nuevo Laredo
28,27,9999,Localidad no especificada
28,28,0,Nuevo Morelos
28,28,1,Nuevo Morelos
28,28,9999,Localidad no especificada
28,29,0,Ocampo
28,29,1,Ocampo
28,29,54,Las Flores
28,29,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,29,9999,Localidad no especificada
28,30,0,Padilla
28,30,1,Nueva Villa de Padilla
28,30,9,Barretal
28,30,20,Corpus Christi
28,30,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,31,0,Palmillas
28,31,1,Palmillas
28,32,0,Reynosa
28,32,1,Reynosa
28,32,406,Alfredo V. Bonfil (Periquitos)
28,32,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,32,9999,Localidad no especificada
28,33,0,Río Bravo
28,33,1,Ciudad Río Bravo
28,33,291,Nuevo Progreso
28,33,340,Santa Apolonia
28,33,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,33,9999,Localidad no especificada
28,34,0,San Carlos
28,34,1,San Carlos
28,34,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,35,0,San Fernando
28,35,1,San Fernando
28,35,138,General Francisco González Villarreal (San Juan)
28,35,139,General Francisco Villa
28,35,171,La Joya
28,35,188,La Loma
28,35,456,Carvajal
28,35,460,Punta de Alambre (Puente de Alambre)
28,35,542,Carboneras (La Carbonera)
28,35,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,35,9999,Localidad no especificada
28,36,0,San Nicolás
28,36,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,37,0,Soto la Marina
28,37,1,Soto la Marina
28,37,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,37,9999,Localidad no especificada
28,38,0,Tampico
28,38,1,Tampico
28,38,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,38,9999,Localidad no especificada
28,39,0,Tula
28,39,1,Ciudad Tula
28,39,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,40,0,Valle Hermoso
28,40,1,Valle Hermoso
28,40,4,Anáhuac
28,40,9999,Localidad no especificada
28,41,0,Victoria
28,41,1,Ciudad Victoria
28,41,124,Rancho Nuevo
28,41,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,41,9999,Localidad no especificada
28,42,0,Villagrán
28,42,1,Villagrán
28,42,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,43,0,Xicoténcatl
28,43,1,Xicoténcatl
28,43,292,Mártires de Río Blanco (La Reforma)
28,43,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
28,43,9999,Localidad no especificada
28,998,0,No aplica
28,999,0,Municipio no especificado
28,999,9999,Localidad no especificada
29,0,0,Tlaxcala
29,1,0,Amaxac de Guerrero
29,1,1,Amaxac de Guerrero
29,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,2,0,Apetatitlán de Antonio Carvajal
29,2,1,Apetatitlán
29,2,2,Belén Atzitzimititlán
29,2,3,San Matías Tepetomatitlán
29,2,5,Tlatempan
29,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,3,0,Atlangatepec
29,3,1,Atlangatepec
29,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,4,0,Atltzayanca
29,4,1,Atlzayanca
29,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,5,0,Apizaco
29,5,1,Ciudad de Apizaco
29,5,6,Colonia San Isidro
29,5,7,San Luis Apizaquito
29,5,9,Santa Anita Huiloac
29,5,10,Santa María Texcalac
29,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,5,9999,Localidad no especificada
29,6,0,Calpulalpan
29,6,1,Heroica Ciudad de Calpulalpan
29,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,7,0,El Carmen Tequexquitla
29,7,1,Villa de El Carmen Tequexquitla
29,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,8,0,Cuapiaxtla
29,8,1,Cuapiaxtla
29,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,9,0,Cuaxomulco
29,9,1,Cuaxomulco
29,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,10,0,Chiautempan
29,10,1,Santa Ana Chiautempan
29,10,6,San Bartolomé Cuahuixmatlac
29,10,12,San Pedro Tlalcuapan de Nicolás Bravo
29,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,10,9999,Localidad no especificada
29,11,0,Muñoz de Domingo Arenas
29,11,1,Muñoz
29,11,7,San José Cuamantzingo
29,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,12,0,Españita
29,12,1,Españita
29,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,13,0,Huamantla
29,13,1,Huamantla
29,13,16,Ignacio Zaragoza
29,13,44,San José Xicohténcatl
29,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,13,9999,Localidad no especificada
29,14,0,Hueyotlipan
29,14,1,Hueyotlipan
29,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,15,0,Ixtacuixtla de Mariano Matamoros
29,15,1,Villa Mariano Matamoros
29,15,22,San Diego Xocoyucan
29,15,30,Santa Cruz el Porvenir
29,15,31,Santa Inés Tecuexcomac
29,15,32,Santa Justina Ecatepec
29,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,16,0,Ixtenco
29,16,1,Ixtenco
29,17,0,Mazatecochco de José María Morelos
29,17,1,Mazatecochco
29,18,0,Contla de Juan Cuamatzi
29,18,1,Contla
29,18,2,San Felipe Cuauhtenco
29,18,6,Santa María Aquiáhuac
29,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,19,0,Tepetitla de Lardizábal
29,19,1,Tepetitla
29,19,7,San Mateo Ayecac
29,19,9,Villa Alta
29,19,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,20,0,Sanctórum de Lázaro Cárdenas
29,20,1,Sanctórum
29,20,4,Francisco Villa
29,20,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,21,0,Nanacamilpa de Mariano Arista
29,21,1,Ciudad de Nanacamilpa
29,21,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,22,0,Acuamanala de Miguel Hidalgo
29,22,1,Acuamanala
29,22,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,23,0,Natívitas
29,23,1,Natívitas
29,23,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,24,0,Panotla
29,24,1,Panotla
29,24,5,San Ambrosio Texantla
29,24,6,San Francisco Temetzontla
29,24,7,San Jorge Tezoquipan
29,24,8,San Mateo Huexoyucan
29,24,11,San Tadeo Huiloapan
29,24,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,25,0,San Pablo del Monte
29,25,1,Ciudad de San Pablo del Monte
29,25,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,26,0,Santa Cruz Tlaxcala
29,26,1,Santa Cruz Tlaxcala
29,26,2,Guadalupe Tlachco
29,26,3,Jesús Huitznáhuac
29,26,5,San Miguel Contla
29,26,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,27,0,Tenancingo
29,27,1,Tenancingo
29,28,0,Teolocholco
29,28,1,Teolocholco
29,28,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,29,0,Tepeyanco
29,29,1,Tepeyanco
29,29,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,30,0,Terrenate
29,30,1,Terrenate
29,30,47,Toluca de Guadalupe
29,30,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,31,0,Tetla de la Solidaridad
29,31,1,Tetla
29,31,10,San Bartolomé Matlalohcan
29,31,11,San Francisco Atexcatzinco
29,31,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,32,0,Tetlatlahuca
29,32,1,Tetlatlahuca
29,32,7,Santa Cruz Aquiahuac
29,32,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,33,0,Tlaxcala
29,33,1,Tlaxcala de Xicohténcatl
29,33,8,Ocotlán
29,33,9,San Buenaventura Atempan
29,33,11,San Esteban Tizatlán
29,33,12,San Gabriel Cuauhtla
29,33,13,San Hipólito Chimalpa
29,33,14,San Lucas Cuauhtelulpan
29,33,15,San Sebastián Atlahapa
29,33,16,Santa María Acuitlapilco
29,33,17,Santa María Ixtulco
29,33,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,34,0,Tlaxco
29,34,1,Tlaxco
29,34,2,Acopinalco del Peñón
29,34,59,El Rosario
29,34,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,35,0,Tocatlán
29,35,1,Tocatlán
29,36,0,Totolac
29,36,1,San Juan Totolac
29,36,2,Acxotla del Río
29,36,3,La Candelaria Teotlalpan
29,36,5,Los Reyes Quiahuixtlán
29,36,7,San Miguel Tlamahuco
29,36,8,Santiago Tepeticpac
29,36,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,37,0,Ziltlaltépec de Trinidad Sánchez Santos
29,37,1,Zitlaltépec
29,37,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,38,0,Tzompantepec
29,38,1,Tzompantepec
29,38,2,San Andrés Ahuashuatepec
29,38,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,39,0,Xaloztoc
29,39,1,Xaloztoc
29,39,2,San Pedro Tlacotepec
29,39,3,Guadalupe Texmolac
29,39,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,40,0,Xaltocan
29,40,1,Xaltocan
29,40,10,San Simón Tlatlahuquitepec
29,40,11,Santa Bárbara Acuicuizcatepec
29,40,13,Topilco de Juárez
29,40,16,Cuatla
29,40,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,41,0,Papalotla de Xicohténcatl
29,41,1,Papalotla
29,41,4,San Marcos Contla
29,41,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,42,0,Xicohtzinco
29,42,1,Xicohtzinco
29,43,0,Yauhquemehcan
29,43,1,San Dionisio Yauhquemehcan
29,43,2,El Rosario Ocotoxco
29,43,6,Santa María Atlihuetzian
29,43,7,Santa érsula Zimatepec
29,43,8,San José Tetel
29,43,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,44,0,Zacatelco
29,44,1,Zacatelco
29,44,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,45,0,Benito Juárez
29,45,1,Benito Juárez
29,46,0,Emiliano Zapata
29,46,1,Emiliano Zapata
29,46,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,47,0,Lázaro Cárdenas
29,47,1,Lázaro Cárdenas
29,47,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,48,0,La Magdalena Tlaltelulco
29,48,1,La Magdalena Tlaltelulco
29,49,0,San Damián Texóloc
29,49,1,San Damián Texóloc
29,50,0,San Francisco Tetlanohcan
29,50,1,San Francisco Tetlanohcan
29,51,0,San Jerónimo Zacualpan
29,51,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,52,0,San José Teacalco
29,52,1,San José Teacalco
29,53,0,San Juan Huactzinco
29,53,1,San Juan Huactzinco
29,54,0,San Lorenzo Axocomanitla
29,54,1,San Lorenzo Axocomanitla
29,54,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,55,0,San Lucas Tecopilco
29,55,1,San Lucas Tecopilco
29,55,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,56,0,Santa Ana Nopalucan
29,56,1,Santa Ana Nopalucan
29,57,0,Santa Apolonia Teacalco
29,57,1,Santa Apolonia Teacalco
29,58,0,Santa Catarina Ayometla
29,58,1,Santa Catarina Ayometla
29,59,0,Santa Cruz Quilehtla
29,59,1,Santa Cruz Quilehtla
29,60,0,Santa Isabel Xiloxoxtla
29,60,1,Santa Isabel Xiloxoxtla
29,60,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
29,998,0,No aplica
29,999,0,Municipio no especificado
29,999,9999,Localidad no especificada
30,0,0,Veracruz de Ignacio de la Llave
30,1,0,Acajete
30,1,1,Acajete
30,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,2,0,Acatlán
30,2,1,Acatlán
30,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,3,0,Acayucan
30,3,1,Acayucan
30,3,10,Corral Nuevo
30,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,3,9999,Localidad no especificada
30,4,0,Actopan
30,4,1,Actopan
30,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,5,0,Acula
30,5,1,Acula
30,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,6,0,Acultzingo
30,6,1,Acultzingo
30,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,7,0,Camarón de Tejeda
30,7,1,Camarón de Tejeda
30,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,8,0,Alpatláhuac
30,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,9,0,Alto Lucero de Gutiérrez Barrios
30,9,1,Alto Lucero
30,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,10,0,Altotonga
30,10,1,Altotonga
30,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,10,9999,Localidad no especificada
30,11,0,Alvarado
30,11,1,Alvarado
30,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,11,9999,Localidad no especificada
30,12,0,Amatitlán
30,12,1,Amatitlán
30,12,6,Dos Bocas
30,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,13,0,Naranjos Amatlán
30,13,1,Naranjos
30,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,14,0,Amatlán de los Reyes
30,14,1,Amatlán de los Reyes
30,14,15,Paraje Nuevo
30,14,16,Peñuela
30,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,14,9999,Localidad no especificada
30,15,0,Angel R. Cabada
30,15,1,Ángel R. Cabada
30,15,69,Chonegal
30,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,15,9999,Localidad no especificada
30,16,0,La Antigua
30,16,1,José Cardel
30,16,2,La Antigua
30,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,16,9999,Localidad no especificada
30,17,0,Apazapan
30,17,1,Apazapan
30,17,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,18,0,Aquila
30,18,1,Aquila
30,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
30,19,0,Astacinga
